Gemeindeschlüsselnummer;Gemeindename;€/m²
10595987084;Süderfahrenstedt;5,78
10595987086;Taarstedt;5,98
10595987090;Tolk;5,97
10595987093;Uelsby;5,4
10595987097;Twedt;5,28
10595987098;Nübel;5,74
10595987189;Brodersby-Goltoft;5,75
10595990102;Ahneby;5,77
10595990109;Esgrus;4,95
10595990112;Gelting;6,53
10595990121;Hasselberg;6,77
10595990136;Kronsgaard;6,44
10595990142;Maasholm;6,99
10595990147;Nieby;8,22
10595990148;Niesgrau;5,84
10595990152;Pommerby;6,01
10595990154;Rabel;6,26
10595990155;Rabenholz;5,66
10595990163;Stangheck;6,09
10595990164;Steinberg (Kreis Schleswig-Flensburg);5,85
10595990167;Sterup;6,17
10595990168;Stoltebüll;5,91
10595990186;Steinbergkirche;6,2
10595993010;Bollingstedt;5,59
10595993023;Ellingstedt;5,49
10595993039;Hollingstedt (Kreis Schleswig-Flensburg);5,89
10595993041;Hüsby;5,64
10595993044;Jübek;6,34
10595993057;Lürschau;6,07
10595993077;Schuby;6,6
10595993079;Silberstedt;6,48
10595993092;Treia;5,99
10595996001;Alt Bennebek;5,04
10595996005;Bergenhusen;5,31
10595996009;Börm;5,26
10595996020;Dörpstedt;5,63
10595996024;Erfde;5,74
10595996035;Groß Rheide;5,49
10595996050;Klein Bennebek;5,37
10595996051;Klein Rheide;5,62
10595996053;Kropp;6,51
10595996058;Meggerdorf;5,25
10595996087;Tetenhusen;5,64
10595996088;Tielen;5,17
10595996096;Wohlde;5,59
10595996188;Stapel;5,45
10600004004;Bad Bramstedt, Stadt;7,4
10600005005;Bad Segeberg, Stadt;7,53
10600019019;Ellerau;8,51
10600039039;Henstedt-Ulzburg;8,57
10600044044;Kaltenkirchen, Stadt;7,47
10600063063;Norderstedt, Stadt;8,98
10600092092;Wahlstedt, Stadt;6,24
10605005003;Armstedt;5,93
10605005009;Bimöhlen;7,08
10605005013;Borstel (Kreis Segeberg);7,11
10605005021;Föhrden-Barl;6,11
10605005023;Fuhlendorf (Kreis Segeberg);6,7
10605005027;Großenaspe;6,58
10605005031;Hagen;6,67
10605005033;Hardebek;6,84
10605005035;Hasenkrug;6,6
10605005037;Heidmoor;5,25
10605005040;Hitzhusen;6,7
10605005056;Mönkloh;6,21
10605005095;Weddelbrook;6,42
10605005099;Wiemersdorf;6,84
10605024012;Bornhöved;6,09
10605024017;Damsdorf;5,23
10605024026;Gönnebek;5,52
10605024072;Schmalensee;6,26
10605024080;Stocksee;5,69
10605024086;Tarbek;6,44
10605024087;Tensfeld;5,82
10605024089;Trappenkamp;5,96
10605034043;Itzstedt;7,99
10605034046;Kayhude;7,28
10605034058;Nahe;7,08
10605034065;Oering;7,33
10605034076;Seth;6,73
10605034085;Sülfeld;6,99
10605043002;Alveslohe;9,13
10605043034;Hartenholm;6,91
10605043036;Hasenmoor;7,34
10605043054;Lentföhrden;6,85
10605043064;Nützen;6,86
10605043073;Schmalfeld;6,79
10605048042;Hüttblek;6,41
10605048045;Kattendorf;6,88
10605048047;Kisdorf;7,58
10605048066;Oersdorf;7,29
10605048077;Sievershütten;6,54
10605048082;Struvenhütten;6,86
10605048084;Stuvenborn;6,29
10605048094;Wakendorf II;7,07
10605048100;Winsen;7,04
10605053007;Bark;5,88
10605053008;Bebensee;6,37
10605053022;Fredesdorf;5,76
10605053029;Groß Niendorf (Kreis Segeberg);6,57
10605053041;Högersdorf;6,81
10605053051;Kükels;5,91
10605053053;Leezen (Kreis Segeberg);6,7
10605053057;Mözen;6,21
10605053062;Neversdorf;6,17
10605053074;Schwissel;6,11
10605053088;Todesfelde;5,96
10605053101;Wittenborn;6,67
10605063011;Boostedt;6,74
10605063016;Daldorf;6,7
10605063028;Groß Kummerfeld;5,93
10605063038;Heidmühlen;6,01
10605063052;Latendorf;5,89
10605063068;Rickling;6,27
10605086006;Bahrenhof;6,85
10605086010;Blunk;5,79
10605086015;Bühnsdorf;6,14
10605086018;Dreggers;4,45
10605086020;Fahrenkrug;6,82
10605086024;Geschendorf;6,19
10605086025;Glasau;5,99
10605086030;Groß Rönnau;6,42
10605086048;Klein Gladebrügge;6,36
10605086049;Klein Rönnau;8,22
10605086050;Krems II;5,81
10605086059;Negernbötel;6,43
10605086060;Nehms;6,1
10605086061;Neuengörs;5,78
10605086067;Pronstorf;6,59
10605086069;Rohlstorf;6,62
10605086070;Schackendorf;6,89
10605086071;Schieren;5,38
10605086075;Seedorf (Kreis Segeberg);5,99
10605086079;Stipsdorf;7,11
10605086081;Strukdorf;5,46
10605086090;Travenhorst;4,99
10605086091;Traventhal;7,25
10605086093;Wakendorf I;6,65
10605086096;Weede;6,26
10605086097;Wensin;6,88
10605086098;Westerrade;5,96
10610029029;Glückstadt, Stadt;6,27
10610046046;Itzehoe, Stadt;6,33
10610113113;Wilster, Stadt;5,77
10615104005;Auufer;5,65
10615104016;Breitenberg (Kreis Steinburg);5,51
10615104017;Breitenburg;6,13
10615104053;Kollmoor;
10615104058;Kronsmoor;5,01
10615104061;Lägerdorf;6,07
10615104068;Moordiek;4,18
10615104072;Münsterdorf;6,19
10615104079;Oelixdorf;6,15
10615104109;Westermoor;5,42
10615104115;Wittenbergen;5,71
10615134004;Altenmoor;6,15
10615134012;Blomesche Wildnis;5,54
10615134015;Borsfleth;6,09
10615134027;Engelbrechtsche Wildnis;5,56
10615134037;Herzhorn;6,1
10615134041;Hohenfelde (Kreis Steinburg);5,9
10615134044;Horst (Holstein);7,31
10615134050;Kiebitzreihe;7,66
10615134054;Krempdorf;5,34
10615134074;Neuendorf b. Elmshorn;6,13
10615134101;Sommerland;7,46
10615134118;Kollmar;6,51
10615138008;Bekdorf;
10615138010;Bekmünde;5,74
10615138024;Drage (Kreis Steinburg);5,16
10615138034;Heiligenstedten;6,14
10615138035;Heiligenstedtenerkamp;5,94
10615138039;Hodorf;5,78
10615138040;Hohenaspe;6,11
10615138045;Huje;5,65
10615138047;Kaaks;5,52
10615138052;Kleve (Kreis Steinburg);5,24
10615138059;Krummendiek;5,14
10615138065;Lohbarbek;5,7
10615138067;Mehlbek;5,63
10615138070;Moorhusen;4,54
10615138082;Oldendorf (Kreis Steinburg);6,13
10615138083;Ottenbüttel;6,21
10615138084;Peissen;4,64
10615138098;Schlotfeld;4,52
10615138100;Silzen;4,35
10615138114;Winseldorf;5,43
10615153006;Bahrenfleth;5,62
10615153022;Dägeling;5,7
10615153026;Elskop;6,28
10615153030;Grevenkop;5,71
10615153055;Krempe, Stadt;6,06
10615153056;Kremperheide;6,3
10615153057;Krempermoor;6,04
10615153073;Neuenbrook;5,92
10615153092;Rethwisch (Kreis Steinburg);6,1
10615153104;Süderau;5,63
10615168001;Aasbüttel;5,19
10615168003;Agethorst;4,4
10615168011;Besdorf;5,49
10615168013;Bokelrehm;6,74
10615168014;Bokhorst;4,86
10615168021;Christinenthal;3,83
10615168031;Gribbohm;4,63
10615168033;Hadenfeld;5,29
10615168043;Holstenniendorf;5,12
10615168048;Kaisborstel;5,27
10615168066;Looft;5,13
10615168076;Nienbüttel;4,74
10615168078;Nutteln;5,5
10615168081;Oldenborstel;4,92
10615168085;Pöschendorf;5,03
10615168087;Puls;4,66
10615168091;Reher;5,33
10615168097;Schenefeld;6,27
10615168105;Vaale;6,19
10615168106;Vaalermoor;4,15
10615168107;Wacken;5,75
10615168108;Warringholz;4,91
10615179002;Aebtissinwisch;2,97
10615179007;Beidenfleth;5,48
10615179018;Brokdorf;5,11
10615179020;Büttel;5,45
10615179023;Dammfleth;5,28
10615179025;Ecklak;4,23
10615179060;Kudensee;5,4
10615179062;Landrecht;5,12
10615179063;Landscheide;4,5
10615179077;Nortorf;5,85
10615179095;Sankt Margarethen;5,64
10615179102;Stördorf;4,94
10615179110;Wewelsfleth;5,84
10615179119;Neuendorf-Sachsenbande;4,91
10615189019;Brokstedt;6,02
10615189028;Fitzbek;5,3
10615189036;Hennstedt (Kreis Steinburg);5,31
10615189038;Hingstheide;4,52
10615189042;Hohenlockstedt;6,06
10615189049;Kellinghusen, Stadt;6
10615189064;Lockstedt;5,06
10615189071;Mühlenbarbek;5,55
10615189080;Oeschebüttel;4,36
10615189086;Poyenberg;5,07
10615189088;Quarnstedt;5,63
10615189089;Rade;5,51
10615189093;Rosdorf (Kreis Steinburg);6,35
10615189096;Sarlhusen;5,76
10615189103;Störkathen;5,73
10615189111;Wiedenborstel;3,66
10615189112;Willenscharen;7,85
10615189116;Wrist;5,79
10615189117;Wulfsmoor;4,96
10620001001;Ahrensburg, Stadt;10,46
10620004004;Bad Oldesloe, Stadt;7,6
10620006006;Bargteheide, Stadt;8,85
10620009009;Barsbüttel;9,26
10620018018;Glinde, Stadt;8,56
10620023023;Großhansdorf;8,78
10620053053;Oststeinbek;8,89
10620060060;Reinbek, Stadt;8,7
10620061061;Reinfeld (Holstein), Stadt;7,84
10620076076;Tangstedt (Kreis Stormarn);8,15
10620090090;Ammersbek;8,47
10625207019;Grabau (Kreis Stormarn);6,53
10625207046;Meddewade;7,38
10625207050;Neritz;6,35
10625207056;Pölitz;6,91
10625207062;Rethwisch (Kreis Stormarn);6,62
10625207065;Rümpel;7,59
10625207089;Lasbek;7,28
10625207091;Steinburg;7,4
10625207092;Travenbrück;7,25
10625218005;Bargfeld-Stegen;7,5
10625218014;Delingsdorf;8,45
10625218016;Elmenhorst (Kreis Stormarn);7,91
10625218027;Hammoor;8,03
10625218036;Jersbek;7,88
10625218051;Nienwohld;7
10625218078;Todendorf;7,55
10625218081;Tremsbüttel;7,84
10625244003;Badendorf;6,79
10625244008;Barnitz;7,08
10625244025;Hamberge;7,53
10625244031;Heidekamp;7,03
10625244032;Heilshoop;6,29
10625244039;Klein Wesenberg;6,01
10625244048;Mönkhagen;6,98
10625244059;Rehhorst;6,43
10625244083;Westerau;6,47
10625244087;Zarpen;6,42
10625244093;Feldhorst;6,04
10625244094;Wesenberg;7,24
10625262011;Braak;8,66
10625262035;Hoisdorf;8,07
10625262069;Siek;8,74
10625262071;Stapelfeld;8,55
10625262088;Brunsbek;7,53
10625270020;Grande;7,47
10625270021;Grönwohld;7,55
10625270022;Großensee (Kreis Stormarn);8,38
10625270026;Hamfelde (Kreis Stormarn);7,3
10625270033;Hohenfelde (Kreis Stormarn);7,31
10625270040;Köthel (Kreis Stormarn);6,85
10625270045;Lütjensee;8,07
10625270058;Rausdorf (Kreis Stormarn);7,71
10625270082;Trittau;8,36
10625270086;Witzhave;8,15
20000000000;Hamburg, Freie und Hansestadt;9,16
31010000000;Braunschweig, Stadt;7,27
31020000000;Salzgitter, Stadt;5,6
31030000000;Wolfsburg, Stadt;7,21
31510009009;Gifhorn, Stadt;6,74
31510025025;Sassenburg;6,36
31510040040;Wittingen, Stadt;5,38
31515401002;Barwedel;6,11
31515401004;Bokensdorf;6,85
31515401014;Jembke;7,44
31515401020;Osloß;6,96
31515401030;Tappenbeck;7,2
31515401039;Weyhausen;7,78
31515402003;Bergfeld;5,35
31515402005;Brome, Flecken;5,34
31515402008;Ehra-Lessien;6,55
31515402021;Parsau;6,24
31515402024;Rühen;7,29
31515402031;Tiddische;5,95
31515402032;Tülau;5,82
31515403007;Dedelstorf;4,88
31515403011;Hankensbüttel;5,51
31515403019;Obernholz;5,08
31515403028;Sprakensehl;4,52
31515403029;Steinhorst (Landkreis Gifhorn);4,86
31515404006;Calberlah;7,08
31515404013;Isenbüttel;7,47
31515404022;Ribbesbüttel;5,99
31515404037;Wasbüttel;6,12
31515405012;Hillerse;5,5
31515405015;Leiferde;6,22
31515405017;Meinersen;5,85
31515405018;Müden (Aller);5,66
31515406001;Adenbüttel;5,88
31515406016;Meine;6,97
31515406023;Rötgesbüttel;6,18
31515406027;Schwülper;6,92
31515406034;Vordorf;6,43
31515406041;Didderse;6,32
31515407010;Groß Oesingen;5,53
31515407026;Schönewörde;4,83
31515407033;Ummern;5,24
31515407035;Wagenhoff;5,73
31515407036;Wahrenholz;5,67
31515407038;Wesendorf;5,73
31530002002;Bad Harzburg, Stadt;5,81
31530008008;Liebenburg;4,8
31530012012;Seesen, Stadt;5,27
31530016016;Braunlage, Stadt;5
31530017017;Goslar, Stadt;5,8
31530018018;Clausthal-Zellerfeld, Berg- und Universitätsstadt;5,49
31530019019;Langelsheim, Stadt;4,57
31540013013;Königslutter am Elm, Stadt;5,52
31540014014;Lehre;6,63
31540019019;Schöningen, Stadt;4,77
31540028028;Helmstedt, Stadt;5,33
31545401008;Grasleben;5,13
31545401015;Mariental;6,07
31545401016;Querenhorst;4,52
31545401018;Rennau;4,24
31545402002;Beierstedt;3,73
31545402006;Gevensleben;3,85
31545402012;Jerxheim;3,98
31545402027;Söllingen;3,69
31545403005;Frellstedt;4,28
31545403017;Räbke;6,11
31545403021;Süpplingen;4,67
31545403022;Süpplingenburg;3,95
31545403025;Warberg;3,74
31545403026;Wolsdorf;4,98
31545404001;Bahrdorf;5,26
31545404004;Danndorf;6,69
31545404007;Grafhorst;6,25
31545404009;Groß Twülpstedt;5,48
31545404024;Velpke;6,52
31550001001;Bad Gandersheim, Stadt;4,68
31550002002;Bodenfelde, Flecken;4
31550003003;Dassel, Stadt;4,23
31550005005;Hardegsen, Stadt;5
31550006006;Kalefeld;4,2
31550007007;Katlenburg-Lindau;4,44
31550009009;Moringen, Stadt;4,73
31550010010;Nörten-Hardenberg, Flecken;5,57
31550011011;Northeim, Stadt;5,53
31550012012;Uslar, Stadt;4,36
31550013013;Einbeck, Stadt;5,13
31570001001;Edemissen;5,86
31570002002;Hohenhameln;5,15
31570005005;Lengede;6,45
31570006006;Peine, Stadt;6,15
31570007007;Vechelde;6,5
31570008008;Wendeburg;6,3
31570009009;Ilsede;5,41
31580006006;Cremlingen;6
31580037037;Wolfenbüttel, Stadt;6,73
31580039039;Schladen-Werla;5,25
31585402002;Baddeckenstedt;5,37
31585402004;Burgdorf;4,57
31585402011;Elbe;4,64
31585402016;Haverlah;4,89
31585402018;Heere;4,9
31585402028;Sehlde;4,22
31585403005;Cramme;4,89
31585403010;Dorstadt;4,81
31585403014;Flöthe;4,61
31585403019;Heiningen (Landkreis Wolfenbüttel);6,15
31585403023;Ohrum;5,21
31585403038;Börßum;4,64
31585406009;Dettum;5,21
31585406012;Erkerode;5,01
31585406013;Evessen;5,74
31585406030;Sickte;6,26
31585406033;Veltheim (Ohe);4,89
31585407007;Dahlum;5,01
31585407008;Denkte;5,52
31585407017;Hedeper;3,72
31585407021;Kissenbrück;5,25
31585407022;Kneitlingen;4,73
31585407025;Roklum;3,54
31585407027;Schöppenstedt, Stadt;5,95
31585407031;Uehrde;3,97
31585407032;Vahlberg;4,03
31585407035;Winnigstedt;4,37
31585407036;Wittmar;4,94
31585407040;Remlingen-Semmenstedt;4,59
31590001001;Adelebsen, Flecken;4,82
31590002002;Bad Grund (Harz);4,14
31590003003;Bad Lauterberg im Harz, Stadt;5,02
31590004004;Bad Sachsa, Stadt;4,95
31590007007;Bovenden, Flecken;6,72
31590010010;Duderstadt, Stadt;5,41
31590013013;Friedland;5,68
31590015015;Gleichen;5,13
31590016016;Göttingen, Stadt;8,38
31590017017;Hann. Münden, Stadt;5,3
31590019019;Herzberg am Harz, Stadt;5,03
31590026026;Osterode am Harz, Stadt;5,02
31590029029;Rosdorf;6,52
31590034034;Staufenberg;5,09
31590036036;Walkenried;4,39
31595401008;Bühren;4,67
31595401009;Dransfeld, Stadt;5,32
31595401021;Jühnde;4,53
31595401024;Niemetal;4,78
31595401031;Scheden;4,68
31595402005;Bilshausen;4,56
31595402006;Bodensee;4,16
31595402014;Gieboldehausen, Flecken;5,06
31595402022;Krebeck;4,51
31595402025;Obernfeld;5,29
31595402027;Rhumspringe;4,17
31595402028;Rollshausen;4,02
31595402030;Rüdershausen;3,82
31595402037;Wollbrandshausen;6,32
31595402038;Wollershausen;4,58
31595403012;Elbingerode;4,26
31595403018;Hattorf am Harz;4,88
31595403020;Hörden am Harz;4,09
31595403039;Wulften am Harz;4,39
31595404011;Ebergötzen;4,99
31595404023;Landolfshausen;4,34
31595404032;Seeburg;4,84
31595404033;Seulingen;4,41
31595404035;Waake;5,17
32410001001;Hannover, Landeshauptstadt;7,61
32410002002;Barsinghausen, Stadt;6,09
32410003003;Burgdorf, Stadt;6,6
32410004004;Burgwedel, Stadt;7,33
32410005005;Garbsen, Stadt;6,56
32410006006;Gehrden, Stadt;6,6
32410007007;Hemmingen, Stadt;6,68
32410008008;Isernhagen;7,49
32410009009;Laatzen, Stadt;6,91
32410010010;Langenhagen, Stadt;7,18
32410011011;Lehrte, Stadt;6,32
32410012012;Neustadt am Rübenberge, Stadt;5,83
32410013013;Pattensen, Stadt;6,32
32410014014;Ronnenberg, Stadt;6,58
32410015015;Seelze, Stadt;6,34
32410016016;Sehnde, Stadt;6,38
32410017017;Springe, Stadt;5,91
32410018018;Uetze;5,77
32410019019;Wedemark;7,08
32410020020;Wennigsen (Deister);6,01
32410021021;Wunstorf, Stadt;6,43
32510007007;Bassum, Stadt;5,82
32510012012;Diepholz, Stadt;5,75
32510037037;Stuhr;6,96
32510040040;Sulingen, Stadt;5,86
32510041041;Syke, Stadt;6,45
32510042042;Twistringen, Stadt;5,79
32510044044;Wagenfeld;4,89
32510047047;Weyhe;7,21
32515401009;Brockum;4,93
32515401020;Hüde;6,49
32515401022;Lembruch;5,95
32515401023;Lemförde, Flecken;6,13
32515401025;Marl;4,55
32515401029;Quernheim;4,95
32515401036;Stemshorn;5,32
32515402005;Barnstorf, Flecken;5,36
32515402013;Drebber;5,12
32515402014;Drentwede;4,47
32515402017;Eydelstedt;4,83
32515403002;Asendorf (Landkreis Diepholz);5,05
32515403026;Martfeld;5,11
32515403033;Schwarme;5,59
32515403049;Bruchhausen-Vilsen, Flecken;5,89
32515404003;Bahrenborstel;4,51
32515404004;Barenburg, Flecken;4,84
32515404018;Freistatt;5,08
32515404021;Kirchdorf (Landkreis Diepholz);5,59
32515404043;Varrel;4,96
32515404045;Wehrbleck;4,91
32515405006;Barver;4,46
32515405011;Dickel;3,98
32515405019;Hemsloh;5
32515405030;Rehden;5,7
32515405046;Wetschen;5,38
32515406001;Affinghausen;4,85
32515406015;Ehrenburg;4,73
32515406028;Neuenkirchen (Landkreis Diepholz);4,91
32515406031;Scholen;4,11
32515406032;Schwaförden;4,73
32515406038;Sudwalde;4,68
32515407008;Borstel (Landkreis Diepholz);4,5
32515407024;Maasen;4,67
32515407027;Mellinghausen;4,38
32515407034;Siedenburg, Flecken;5,04
32515407035;Staffhorst;4,5
32520001001;Aerzen, Flecken;4,6
32520002002;Bad Münder am Deister, Stadt;5,22
32520003003;Bad Pyrmont, Stadt;5,39
32520004004;Coppenbrügge, Flecken;4,36
32520005005;Emmerthal;4,64
32520006006;Hameln, Stadt;5,5
32520007007;Hessisch Oldendorf, Stadt;4,63
32520008008;Salzhemmendorf, Flecken;4,38
32540002002;Alfeld (Leine), Stadt;5,31
32540003003;Algermissen;5,56
32540005005;Bad Salzdetfurth, Stadt;5,3
32540008008;Bockenem, Stadt;4,81
32540011011;Diekholzen;5,35
32540014014;Elze, Stadt;4,99
32540017017;Giesen;5,54
32540020020;Harsum;5,32
32540021021;Hildesheim, Stadt;6,34
32540022022;Holle;5,17
32540026026;Nordstemmen;5,34
32540028028;Sarstedt, Stadt;6,11
32540029029;Schellerten;4,72
32540032032;Söhlde;4,91
32540042042;Freden (Leine);4,2
32540044044;Lamspringe;4,35
32540045045;Sibbesse;4,44
32545406013;Eime, Flecken;4,53
32545406041;Duingen, Flecken;4,4
32545406043;Gronau (Leine), Stadt;5,03
32550008008;Delligsen, Flecken;4,4
32550023023;Holzminden, Stadt;5,04
32555401002;Bevern, Flecken;4,39
32555401015;Golmbach;3,48
32555401021;Holenberg;3,2
32555401030;Negenborn;3,46
32555403004;Boffzen;4,24
32555403009;Derental;3,6
32555403014;Fürstenberg;3,96
32555403026;Lauenförde, Flecken;4,08
32555408003;Bodenwerder, Münchhausenstadt;4,43
32555408005;Brevörde;3,56
32555408016;Halle (Landkreis Holzminden);3,74
32555408017;Hehlen;4,1
32555408019;Heinsen;3,87
32555408020;Heyen;3,61
32555408025;Kirchbrak;3,63
32555408031;Ottenstein, Flecken;3,7
32555408032;Pegestorf;3,63
32555408033;Polle, Flecken;4,1
32555408035;Vahlbruch;2,86
32555409001;Arholzen;3,91
32555409007;Deensen;3,68
32555409010;Dielmissen;3,42
32555409012;Eimen;3,25
32555409013;Eschershausen, Stadt;4,27
32555409018;Heinade;3,79
32555409022;Holzen;3,48
32555409027;Lenne;3,68
32555409028;Lüerdissen;3,09
32555409034;Stadtoldendorf, Stadt;4,36
32555409036;Wangelnstedt;3,45
32560022022;Nienburg (Weser), Stadt;5,94
32560025025;Rehburg-Loccum, Stadt;5,06
32560030030;Steyerberg, Flecken;4,84
32565402005;Drakenburg, Flecken;5,01
32565402011;Haßbergen;4,84
32565402012;Heemsen;4,54
32565402027;Rohrsen;5,28
32565407020;Linsburg;4,93
32565407026;Rodewald;4,73
32565407029;Steimbke;4,54
32565407031;Stöckse;4,65
32565408004;Diepenau, Flecken;4,86
32565408024;Raddestorf;4,27
32565408033;Uchte, Flecken;4,8
32565408034;Warmsen;4,39
32565409003;Bücken, Flecken;4,89
32565409007;Eystrup;5,25
32565409008;Gandesbergen;4,98
32565409009;Hämelhausen;4,47
32565409010;Hassel (Weser);4,86
32565409013;Hilgermissen;4,57
32565409014;Hoya, Stadt;5,62
32565409015;Hoyerhagen;5,26
32565409028;Schweringen;4,8
32565409035;Warpe;3,86
32565410006;Estorf;4,85
32565410016;Husum;4,73
32565410017;Landesbergen;4,57
32565410018;Leese;4,59
32565410032;Stolzenau;4,94
32565411001;Balge;4,56
32565411002;Binnen;4,59
32565411019;Liebenau, Flecken;5,13
32565411021;Marklohe;5,59
32565411023;Pennigsehl;6,31
32565411036;Wietzen;4,51
32570003003;Auetal;4,58
32570009009;Bückeburg, Stadt;6,11
32570028028;Obernkirchen, Stadt;5,27
32570031031;Rinteln, Stadt;5,44
32570035035;Stadthagen, Stadt;5,69
32575401001;Ahnsen;5,12
32575401005;Bad Eilsen;5,53
32575401008;Buchholz (Landkreis Schaumburg);4,73
32575401012;Heeßen;5,21
32575401022;Luhden;6,01
32575402007;Beckedorf;4,93
32575402015;Heuerßen;4,8
32575402020;Lindhorst;5,86
32575402021;Lüdersfeld;5,5
32575403006;Bad Nenndorf, Stadt;6,31
32575403011;Haste;5,54
32575403016;Hohnhorst;4,88
32575403036;Suthfeld;4,7
32575404019;Lauenhagen;4,9
32575404023;Meerbeck;5,06
32575404025;Niedernwöhren;4,89
32575404027;Nordsehl;4,65
32575404030;Pollhagen;4,36
32575404037;Wiedensahl, Flecken;4,81
32575405013;Helpsen;5,25
32575405014;Hespe;4,77
32575405026;Nienstädt;4,95
32575405034;Seggebruch;6,26
32575406002;Apelern;5,08
32575406017;Hülsede;4,88
32575406018;Lauenau, Flecken;5,62
32575406024;Messenkamp;4,38
32575406029;Pohle;5,1
32575406032;Rodenberg, Stadt;5,63
32575407004;Auhagen;5,29
32575407010;Hagenburg, Flecken;5,79
32575407033;Sachsenhagen, Stadt;5,29
32575407038;Wölpinghausen;4,36
33510004004;Bergen, Stadt;5,12
33510006006;Celle, Stadt;6,4
