Gemeindeschlüsselnummer;Gemeindename;Personenanzahl
32410014014;Ronnenberg, Stadt;2,1
32410017017;Springe, Stadt;2,1
32410020020;Wennigsen (Deister);2,1
32410021021;Wunstorf, Stadt;2,1
32510012012;Diepholz, Stadt;2,1
32510037037;Stuhr;2,1
32510040040;Sulingen, Stadt;2,1
32510047047;Weyhe;2,1
32515401023;Lemförde, Flecken;2,1
32515403049;Bruchhausen-Vilsen, Flecken;2,1
32515404045;Wehrbleck;2,1
32520001001;Aerzen, Flecken;2,1
32520002002;Bad Münder am Deister, Stadt;2,1
32520004004;Coppenbrügge, Flecken;2,1
32520005005;Emmerthal;2,1
32520008008;Salzhemmendorf, Flecken;2,1
32540008008;Bockenem, Stadt;2,1
32540011011;Diekholzen;2,1
32540014014;Elze, Stadt;2,1
32540017017;Giesen;2,1
32540026026;Nordstemmen;2,1
32540028028;Sarstedt, Stadt;2,1
32540042042;Freden (Leine);2,1
32540044044;Lamspringe;2,1
32545406013;Eime, Flecken;2,1
32545406041;Duingen, Flecken;2,1
32550008008;Delligsen, Flecken;2,1
32555408016;Halle (Landkreis Holzminden);2,1
32555408019;Heinsen;2,1
32555408025;Kirchbrak;2,1
32555408032;Pegestorf;2,1
32555408035;Vahlbruch;2,1
32555409001;Arholzen;2,1
32555409012;Eimen;2,1
32555409013;Eschershausen, Stadt;2,1
32555409022;Holzen;2,1
32555409034;Stadtoldendorf, Stadt;2,1
32560022022;Nienburg (Weser), Stadt;2,1
32565409010;Hassel (Weser);2,1
32570035035;Stadthagen, Stadt;2,1
32575401001;Ahnsen;2,1
32575401022;Luhden;2,1
32575402015;Heuerßen;2,1
32575402020;Lindhorst;2,1
32575403011;Haste;2,1
32575404023;Meerbeck;2,1
32575404027;Nordsehl;2,1
32575404037;Wiedensahl, Flecken;2,1
32575406018;Lauenau, Flecken;2,1
32575406032;Rodenberg, Stadt;2,1
33510004004;Bergen, Stadt;2,1
33510023023;Wietze;2,1
33510025025;Eschede;2,1
33510026026;Südheide;2,1
33515402022;Wienhausen, Klostergemeinde;2,1
33520032032;Loxstedt;2,1
33520061061;Wurster Nordseeküste;2,1
33520062062;Geestland, Stadt;2,1
33525407022;Hemmoor, Stadt;2,1
33525407044;Osten;2,1
33525411004;Belum;2,1
33525411042;Oberndorf;2,1
33525411045;Osterbruch;2,1
33525411056;Wingst;2,1
33530005005;Buchholz in der Nordheide, Stadt;2,1
33530031031;Seevetal;2,1
33530040040;Winsen (Luhe), Stadt;2,1
33535401033;Tespe;2,1
33535403008;Drestedt;2,1
33535403019;Hollenstedt;2,1
33535404017;Harmstorf;2,1
33535404020;Jesteburg;2,1
33535405030;Salzhausen;2,1
33535406015;Handeloh;2,1
33535406035;Tostedt;2,1
33545403020;Prezelle;2,1
33545406014;Langendorf;2,1
33545406019;Neu Darchau;2,1
33545407015;Lemgow;2,1
33545407016;Luckau (Wendland);2,1
33545407022;Schnega;2,1
33545407023;Trebel;2,1
33545407025;Woltersdorf (Landkreis Lüchow-Dannenberg);2,1
33550001001;Adendorf;2,1
33550009009;Bleckede, Stadt;2,1
33555402004;Bardowick, Flecken;2,1
33555402023;Mechtersen;2,1
33555403025;Nahrendorf;2,1
33555404031;Reppenstedt;2,1
33555406030;Reinstorf;2,1
33555407018;Hittbergen;2,1
33555407019;Hohnstorf (Elbe);2,1
33555407033;Scharnebeck;2,1
33560007007;Osterholz-Scharmbeck, Stadt;2,1
33570008008;Bremervörde, Stadt;2,1
33570051051;Visselhövede, Stadt;2,1
33575401025;Hemslingen;2,1
33575402015;Fintel;2,1
33575404043;Selsingen;2,1
33575405044;Sittensen;2,1
33575408057;Zeven, Stadt;2,1
33580008008;Bad Fallingbostel, Stadt;2,1
33580024024;Walsrode, Stadt;2,1
33585401001;Ahlden (Aller), Flecken;2,1
33585401012;Hademstorf;2,1
33585402003;Böhme;2,1
33585403005;Buchholz (Aller);2,1
33595405027;Horneburg, Flecken;2,1
33595406020;Grünendeich;2,1
33595406039;Steinkirchen (Landkreis Stade);2,1
33595407035;Oederquart;2,1
33595407040;Wischhafen;2,1
33595409025;Himmelpforten;2,1
33595409036;Oldendorf;2,1
33600004004;Bienenbüttel;2,1
33605404015;Oetzen;2,1
33605404016;Rätzlingen;2,1
33605404024;Suhlendorf;2,1
33605407001;Altenmedingen;2,1
33605407003;Barum;2,1
33605407006;Ebstorf, Klosterflecken;2,1
33605407008;Emmendorf;2,1
33605407011;Himbergen;2,1
33605407017;Römstedt;2,1
33605408020;Soltendieck;2,1
33605408030;Wrestedt;2,1
33610001001;Achim, Stadt;2,1
34010000000;Delmenhorst, Stadt;2,1
34510007007;Westerstede, Stadt;2,1
34520001001;Aurich, Stadt;2,1
34520014014;Krummhörn;2,1
34520025025;Wiesmoor, Stadt;2,1
34525401024;Upgant-Schott;2,1
34525403003;Berumbur;2,1
34525403009;Hagermarsch;2,1
34540032032;Lingen (Ems), Stadt;2,1
34550015015;Schortens, Stadt;2,1
34550025025;Bockhorn (Landkreis Friesland);2,1
34550027027;Zetel;2,1
34560015015;Nordhorn, Stadt;2,1
34585401008;Harpstedt, Flecken;2,1
34590004004;Bad Iburg, Stadt;2,1
34610004004;Elsfleth, Stadt;2,1
34610006006;Lemwerder;2,1
34610009009;Stadland;2,1
34620019019;Wittmund, Stadt;2,1
34625401015;Stedesdorf;2,1
34625401017;Werdum;2,1
34625402012;Ochtersum;2,1
51540012012;Geldern, Stadt;2,1
51540016016;Goch, Stadt;2,1
51540032032;Kevelaer, Stadt;2,1
51540048048;Rheurdt;2,1
51540064064;Weeze;2,1
51580012012;Heiligenhaus, Stadt;2,1
51580020020;Langenfeld (Rheinland), Stadt;2,1
51580024024;Mettmann, Stadt;2,1
51580026026;Monheim am Rhein, Stadt;2,1
51620008008;Grevenbroich, Stadt;2,1
51620016016;Kaarst, Stadt;2,1
51620022022;Meerbusch, Stadt;2,1
51620024024;Neuss, Stadt;2,1
51660004004;Brüggen, Burggemeinde;2,1
51660008008;Grefrath, Sport- und Freizeitgemeinde;2,1
51660016016;Nettetal, Stadt;2,1
51660024024;Schwalmtal (Kreis Viersen);2,1
51660028028;Tönisvorst, Stadt;2,1
51660036036;Willich, Stadt;2,1
51700020020;Kamp-Lintfort, Stadt;2,1
51700032032;Rheinberg, Stadt;2,1
51700044044;Voerde (Niederrhein), Stadt;2,1
51700052052;Xanten, Stadt;2,1
53340012012;Eschweiler, Stadt;2,1
53340016016;Herzogenrath, Stadt;2,1
53340020020;Monschau, Stadt;2,1
53340032032;Stolberg (Rhld.), Kupferstadt;2,1
53340036036;Würselen, Stadt;2,1
53580008008;Düren, Stadt;2,1
53580012012;Heimbach, Stadt;2,1
53580036036;Linnich, Stadt;2,1
53620020020;Erftstadt, Stadt;2,1
53620024024;Frechen, Stadt;2,1
53620028028;Hürth, Stadt;2,1
53660004004;Bad Münstereifel, Stadt;2,1
53660016016;Euskirchen, Stadt;2,1
53660020020;Hellenthal;2,1
53660024024;Kall;2,1
53700016016;Heinsberg, Stadt;2,1
53740008008;Engelskirchen;2,1
53740012012;Gummersbach, Stadt;2,1
53740016016;Hückeswagen, Schloss-Stadt;2,1
53740036036;Radevormwald, Stadt auf der Höhe;2,1
53780016016;Leichlingen (Rheinland), Blütenstadt;2,1
53780028028;Rösrath, Stadt;2,1
53780032032;Wermelskirchen, Stadt;2,1
53820012012;Bornheim, Stadt;2,1
53820016016;Eitorf;2,1
53820024024;Königswinter, Stadt;2,1
53820036036;Much;2,1
53820048048;Rheinbach, Stadt;2,1
53820056056;Sankt Augustin, Stadt;2,1
53820068068;Troisdorf, Stadt;2,1
55620008008;Datteln, Stadt;2,1
55620012012;Dorsten, Stadt;2,1
55620014014;Gladbeck, Stadt;2,1
55620016016;Haltern am See, Stadt;2,1
55620020020;Herten, Stadt;2,1
55620028028;Oer-Erkenschwick, Stadt;2,1
55660008008;Emsdetten, Stadt;2,1
55660076076;Rheine, Stadt;2,1
55700008008;Beckum, Stadt;2,1
57540008008;Gütersloh, Stadt;2,1
57540040040;Steinhagen (Kreis Gütersloh);2,1
57540052052;Werther (Westf.), Stadt;2,1
57580012012;Herford, Hansestadt;2,1
57620008008;Beverungen, Stadt;2,1
57620020020;Höxter, Stadt;2,1
57620036036;Warburg, Hansestadt;2,1
57660008008;Bad Salzuflen, Stadt;2,1
57660012012;Barntrup, Stadt;2,1
57660020020;Detmold, Stadt;2,1
57660028028;Extertal;2,1
57660032032;Horn-Bad Meinberg, Stadt;2,1
57660036036;Kalletal;2,1
57660052052;Lügde, Stadt der Osterräder;2,1
57700004004;Bad Oeynhausen, Stadt;2,1
57700024024;Minden, Stadt;2,1
59150000000;Hamm, Stadt;2,1
59540004004;Breckerfeld, Hansestadt;2,1
59580004004;Arnsberg, Stadt;2,1
59580012012;Brilon, Stadt;2,1
59580024024;Marsberg, Stadt;2,1
59580032032;Meschede, Kreis- und  Hochschulstadt;2,1
59580040040;Schmallenberg, Stadt;2,1
59620012012;Halver, Stadt;2,1
59620016016;Hemer, Stadt;2,1
59620020020;Herscheid;2,1
59620040040;Menden (Sauerland), Stadt;2,1
59620048048;Neuenrade, Stadt;2,1
59620052052;Plettenberg, Stadt;2,1
59620056056;Schalksmühle;2,1
59660004004;Attendorn, Hansestadt;2,1
59660016016;Kirchhundem;2,1
59660020020;Lennestadt, Stadt;2,1
59660024024;Olpe, Stadt;2,1
59700020020;Hilchenbach, Stadt;2,1
59700028028;Bad Laasphe, Stadt;2,1
59700032032;Netphen, Stadt;2,1
59740032032;Möhnesee;2,1
59740044044;Warstein, Stadt;2,1
59740056056;Wickede (Ruhr);2,1
59780012012;Fröndenberg/Ruhr, Stadt;2,1
59780016016;Holzwickede;2,1
59780032032;Selm, Stadt;2,1
59780040040;Werne, Stadt;2,1
64310004004;Birkenau;2,1
64310009009;Grasellenbach;2,1
64310011011;Heppenheim (Bergstraße), Kreisstadt;2,1
64310013013;Lampertheim, Stadt;2,1
64310015015;Lindenfels, Stadt;2,1
64310018018;Neckarsteinach, Stadt;2,1
64310020020;Viernheim, Stadt;2,1
64320022022;Seeheim-Jugenheim;2,1
64330002002;Bischofsheim;2,1
64330005005;Ginsheim-Gustavsburg, Stadt;2,1
64330008008;Mörfelden-Walldorf, Stadt;2,1
64330009009;Nauheim;2,1
64340008008;Oberursel (Taunus), Stadt;2,1
64350002002;Bad Soden-Salmünster, Stadt;2,1
64350008008;Flörsbachtal;2,1
64350009009;Freigericht;2,1
64350010010;Gelnhausen, Barbarossast., Krst.;2,1
64350011011;Großkrotzenburg;2,1
64350014014;Hanau, Brüder-Grimm-Stadt;2,1
64350017017;Langenselbold, Stadt;2,1
64350019019;Maintal, Stadt;2,1
64350023023;Rodenbach (Landkreis Main-Kinzig-Kreis);2,1
64360001001;Bad Soden am Taunus, Stadt;2,1
64360003003;Eschborn, Stadt;2,1
64360005005;Hattersheim am Main, Stadt;2,1
64360006006;Hochheim am Main, Stadt;2,1
64360007007;Hofheim am Taunus, Kreisstadt;2,1
64360008008;Kelkheim (Taunus), Stadt;2,1
64360009009;Kriftel;2,1
64360012012;Sulzbach (Taunus);2,1
64370001001;Bad König, Stadt;2,1
64370003003;Brensbach;2,1
64370007007;Fränkisch-Crumbach;2,1
64370013013;Reichelsheim (Odenwald);2,1
64380002002;Dreieich, Stadt;2,1
64380004004;Hainburg;2,1
64380005005;Heusenstamm, Stadt;2,1
64380006006;Langen (Hessen), Stadt;2,1
64380008008;Mühlheim am Main, Stadt;2,1
64380010010;Obertshausen, Stadt;2,1
64380011011;Rodgau, Stadt;2,1
64380013013;Seligenstadt, Einhardstadt;2,1
64390002002;Bad Schwalbach, Kreisstadt;2,1
64390003003;Eltville am Rhein, Stadt;2,1
64390005005;Heidenrod;2,1
64390008008;Idstein, Hochschulstadt;2,1
64390009009;Kiedrich;2,1
64390010010;Lorch, Stadt (Landkreis Rheingau-Taunus-Kreis);2,1
64390011011;Niedernhausen;2,1
64390014014;Schlangenbad;2,1
64400008008;Friedberg (Hessen), Kreisstadt;2,1
65310002002;Biebertal;2,1
65310003003;Buseck;2,1
65310004004;Fernwald;2,1
65310009009;Langgöns;2,1
65310011011;Lich, Stadt;2,1
65310012012;Linden, Stadt;2,1
65310017017;Staufenberg, Stadt;2,1
65310018018;Wettenberg;2,1
65320012012;Herborn, Stadt;2,1
65320015015;Lahnau;2,1
65320022022;Waldsolms;2,1
65320023023;Wetzlar, Stadt;2,1
65330003003;Bad Camberg, Stadt;2,1
65330009009;Limburg a. d. Lahn, Kreisstadt;2,1
65330017017;Weilburg, Stadt;2,1
65340006006;Cölbe;2,1
65350003003;Feldatal;2,1
65350005005;Gemünden (Felda);2,1
65350007007;Grebenhain;2,1
65350009009;Homberg (Ohm), Stadt;2,1
65350011011;Lauterbach (Hessen), Kreisstadt;2,1
65350016016;Schotten, Stadt;2,1
65350018018;Ulrichstein, Stadt;2,1
65350019019;Wartenberg;2,1
66310001001;Bad Salzschlirf;2,1
66310010010;Gersfeld (Rhön), Stadt;2,1
66310017017;Künzell;2,1
66310020020;Petersberg (Landkreis Fulda);2,1
66320003003;Bebra, Stadt;2,1
66320005005;Cornberg;2,1
66320009009;Heringen (Werra), Stadt;2,1
66320013013;Nentershausen (Landkreis Hersfeld-Rotenburg);2,1
66320016016;Philippsthal (Werra), Marktgemeinde;2,1
66330001001;Ahnatal;2,1
66330003003;Baunatal, Stadt;2,1
66330005005;Calden;2,1
66330006006;Bad Emstal;2,1
66330007007;Espenau;2,1
66330009009;Fuldatal;2,1
66330010010;Grebenstein, Stadt;2,1
66330012012;Helsa;2,1
66330013013;Hofgeismar, Stadt;2,1
66330014014;Immenhausen, Stadt;2,1
66330015015;Kaufungen;2,1
66330017017;Lohfelden;2,1
66330018018;Naumburg, Stadt;2,1
66330022022;Reinhardshagen;2,1
66330023023;Schauenburg;2,1
66330024024;Söhrewald;2,1
66330026026;Vellmar, Stadt;2,1
66330028028;Wolfhagen, Hans-Staden-Stadt;2,1
66330029029;Zierenberg, Stadt;2,1
66330030030;Wesertal;2,1
66340005005;Fritzlar, Dom- und Kaiserstadt;2,1
66340009009;Homberg (Efze), Reformationsstadt, Kreisstadt;2,1
66340010010;Jesberg;2,1
66340014014;Melsungen, Stadt;2,1
66340015015;Morschen;2,1
66340017017;Neukirchen, Stadt;2,1
66340019019;Oberaula;2,1
66340022022;Schwalmstadt, Konfirmationsstadt;2,1
66340024024;Spangenberg, Liebenbachstadt;2,1
66340027027;Bad Zwesten;2,1
66350007007;Diemelsee;2,1
66350009009;Edertal, Nationalparkgemeinde;2,1
66350011011;Frankenberg (Eder), Philipp-Soldan-Stadt;2,1
66350015015;Korbach, Hansestadt, Kreisstadt;2,1
66350019019;Vöhl;2,1
66360004004;Großalmerode, Stadt;2,1
66360006006;Hessisch Lichtenau, Stadt;2,1
66360007007;Meinhard;2,1
66360009009;Neu-Eichenberg;2,1
71310070070;Remagen, Stadt;2,1
71310077077;Sinzig, Stadt;2,1
71315001004;Antweiler;2,1
71315001008;Barweiler;2,1
71315001066;Quiddelbach;2,1
71315001069;Reifferscheid;2,1
71315001072;Rodder;2,1
71315001074;Schuld;2,1
71315001075;Senscheid;2,1
71315001085;Winnerath;2,1
71315002002;Ahrbrück;2,1
71315002011;Berg (Landkreis Ahrweiler);2,1
71315002017;Dernau;2,1
71315002049;Mayschoß;2,1
71315002068;Rech;2,1
71315003014;Brohl-Lützing;2,1
71315004059;Oberdürenbach;2,1
71315004073;Schalkenbach;2,1
71315004209;Wassenach;2,1
71315004211;Weibern;2,1
71325003050;Herdorf, Stadt;2,1
71325006102;Seelbach bei Hamm (Sieg);2,1
71325007063;Kirchen (Sieg), Stadt;2,1
71325007072;Mudersbach;2,1
71325007076;Niederfischbach;2,1
71325008117;Wissen, Stadt;2,1
71325009002;Alsdorf;2,1
71325009006;Betzdorf, Stadt;2,1
71325009024;Elben;2,1
71325009030;Fensdorf;2,1
71325009108;Steineroth;2,1
71325010032;Flammersfeld;2,1
71325010046;Hasselbach;2,1
71325010051;Heupelzen;2,1
71325010078;Niedersteinebach;2,1
71325010082;Oberirsen;2,1
71325010087;Ölsen;2,1
71325010089;Peterslahr;2,1
71325010097;Rott;2,1
71325010109;Stürzelbach;2,1
71325010201;Berod bei Hachenburg;2,1
71335001003;Altenbamberg;2,1
71335006068;Münchwald;2,1
71335009046;Hochstetten-Dhaun;2,1
71335009052;Kirn, Stadt;2,1
71335009096;Simmertal;2,1
71335009203;Königsau;2,1
71335009205;Schwarzerden;2,1
71335010001;Abtweiler;2,1
71335010051;Jeckenbach;2,1
71335010060;Löllbach;2,1
71335010062;Martinstein;2,1
71335010501;Bad Sobernheim, Stadt;2,1
71345001008;Berschweiler bei Baumholder;2,1
71345001033;Hahnweiler;2,1
71345001036;Heimbach;2,1
71345001054;Mettweiler;2,1
71345001068;Reichenbach (Landkreis Birkenfeld);2,1
71345001075;Ruschberg;2,1
71345002001;Abentheuer;2,1
71345002010;Birkenfeld, Stadt;2,1
71345002011;Börfink;2,1
71345002048;Kronweiler;2,1
71345002063;Oberhambach;2,1
71345002072;Rötsweiler-Nockenthal;2,1
71345002080;Schwollen;2,1
71345002084;Siesbach;2,1
71345005014;Bruchweiler;2,1
71345005017;Bundenbach;2,1
71345005028;Gerach;2,1
71345005037;Hellertshausen;2,1
71345005038;Herborn;2,1
71345005043;Horbruch;2,1
71345005044;Hottenbach;2,1
71345005056;Mörschied;2,1
71345005060;Niederwörresbach;2,1
71345005076;Schauren;2,1
71345005087;Stipshausen;2,1
71345005091;Weiden;2,1
71345005095;Wirschweiler;2,1
71355001027;Ernst;2,1
71355001053;Lieg;2,1
71355001060;Mesenich;2,1
71355001069;Nehren (Landkreis Cochem-Zell);2,1
71355001072;Pommern;2,1
71355002011;Brachtendorf;2,1
71355002014;Brieden;2,1
71355002016;Brohl;2,1
71355002033;Gamlen;2,1
71355002052;Laubach (Landkreis Cochem-Zell);2,1
71355002075;Roes;2,1
71355002502;Leienkaul;2,1
71355003030;Filz;2,1
71355003034;Gevenich;2,1
71355003057;Lutzerath;2,1
71355005004;Altstrimmig;2,1
71355005032;Forst (Hunsrück);2,1
71355005037;Grenderich;2,1
71355005054;Liesenich;2,1
71355005061;Mittelstrimmig;2,1
71370003003;Andernach, Stadt;2,1
71370203203;Bendorf, Stadt;2,1
71375002087;Pillig;2,1
71375002095;Rüber;2,1
71375002102;Trimbs;2,1
71375003004;Anschau;2,1
71375003007;Baar;2,1
71375003011;Bermel;2,1
71375003034;Hausten;2,1
71375003060;Langenfeld (Landkreis Mayen-Koblenz);2,1
71375003074;Monreal;2,1
71375003099;Siebenbach;2,1
71375004008;Bell;2,1
71375004093;Rieden (Landkreis Mayen-Koblenz);2,1
71375007229;Weitersburg;2,1
71375008202;Bassenheim;2,1
71375008209;Kaltenengers;2,1
71375008211;Kettig;2,1
71375008222;Sankt Sebastian;2,1
71375008225;Urmitz;2,1
71375009201;Alken;2,1
71375009204;Brey;2,1
71375009205;Brodenbach;2,1
71375009206;Burgen;2,1
71375009207;Dieblich;2,1
71375009208;Hatzenport;2,1
71375009212;Kobern-Gondorf;2,1
71375009214;Löf;2,1
71375009220;Oberfell;2,1
71375009221;Rhens, Stadt;2,1
71375009223;Spay;2,1
71375009504;Lehmen;2,1
71380045045;Neuwied, Stadt;2,1
71385001077;Windhagen;2,1
71385002024;Hammerstein;2,1
71385003031;Isenburg;2,1
71385004009;Dattenberg;2,1
71385004041;Linz am Rhein, Stadt;2,1
71385004055;Ockenfels;2,1
71385005050;Niederwambach;2,1
71385005058;Ratzert;2,1
71385007019;Erpel;2,1
71385007062;Rheinbreitbach;2,1
71385009007;Hausen (Wied);2,1
71385009015;Ehlscheid;2,1
71405003064;Kastellaun, Stadt;2,1
71405003503;Mörsdorf;2,1
71405004030;Dillendorf;2,1
71405004050;Henau;2,1
71405004062;Kappel;2,1
71405004067;Kirchberg (Hunsrück), Stadt;2,1
71405004081;Laufersweiler;2,1
71405004120;Raversbeuren;2,1
71405004128;Rödelhausen;2,1
71405004129;Rödern;2,1
71405004154;Unzenberg;2,1
71405004163;Womrath;2,1
71405004164;Woppenroth;2,1
71405008020;Bubach;2,1
71405008037;Erbach;2,1
71405008058;Horn;2,1
71405008068;Kisselbach;2,1
71405008119;Ravengiersburg;2,1
71405008123;Reich;2,1
71405008125;Rheinböllen, Stadt;2,1
71405009060;Hungenroth;2,1
71405009155;Urbar (Landkreis Rhein-Hunsrück-Kreis);2,1
71405009205;Morshausen;2,1
71415003002;Altendiez;2,1
71415003052;Hambach;2,1
71415003053;Heistenbach;2,1
71415003064;Isselbach;2,1
71415003077;Laurenburg;2,1
71415003503;Balduinstein;2,1
71415007012;Bettendorf;2,1
71415007015;Bogel;2,1
71415007037;Endlichhofen;2,1
71415007060;Holzhausen an der Haide;2,1
71415007085;Miehlen;2,1
71415007092;Nastätten, Stadt;2,1
71415007105;Oberwallmenach;2,1
71415009016;Bornich;2,1
71415009066;Kamp-Bornhofen;2,1
71415009072;Kestert;2,1
71415009079;Lierschied;2,1
71415009108;Osterspai;2,1
71415009122;Sauerthal;2,1
71415009136;Weisel;2,1
71415010025;Dausenau;2,1
71415010027;Dienethal;2,1
71415010058;Hömberg;2,1
71415010082;Lollschied;2,1
71415010103;Obernhof;2,1
71415011036;Eisighofen;2,1
71415011043;Flacht;2,1
71415011117;Rettert;2,1
71435001206;Bad Marienberg (Westerwald), Stadt;2,1
71435001253;Langenbach bei Kirburg;2,1
71435002212;Borod;2,1
71435002215;Dreifelden;2,1
71435002236;Heimborn;2,1
71435002240;Heuzert;2,1
71435002250;Kroppach;2,1
71435002258;Linden (Landkreis Westerwaldkreis);2,1
71435002262;Merkelbach;2,1
71435002269;Müschenbach;2,1
71435002299;Streithausen;2,1
71435002306;Welkenbach;2,1
71435003031;Hillscheid;2,1
71435003032;Höhr-Grenzhausen, Stadt;2,1
71435004071;Simmern;2,1
71435007015;Ellenhausen;2,1
71435007025;Hartenfels;2,1
71435007029;Herschbach;2,1
71435007061;Quirnbach;2,1
71435007064;Rückeroth;2,1
71435008058;Obererbach;2,1
71435008232;Hahn am See;2,1
71435008251;Kuhnhöfen;2,1
71435008501;Elbingen;2,1
71435009238;Hergenroth;2,1
71435009308;Westerburg, Stadt;2,1
71435010010;Dernbach (Westerwald);2,1
72315001012;Brauneberg;2,1
72315001016;Burgen (Landkreis Bernkastel-Wittlich);2,1
72315001040;Gornhausen;2,1
72315001066;Kesten;2,1
72315001075;Lieser;2,1
72315001076;Lösnich;2,1
72315001086;Minheim;2,1
72315001090;Mülheim an der Mosel;2,1
72315001105;Piesport;2,1
72315001136;Zeltingen-Rachtig;2,1
72315006018;Deuselbach;2,1
72315006042;Gräfendhron;2,1
72315006064;Immert;2,1
72315006078;Lückenburg;2,1
72315008009;Bettenfeld;2,1
72315008037;Gladbach;2,1
72315008080;Manderscheid, Stadt;2,1
72315008091;Musweiler;2,1
72315009014;Burg (Mosel);2,1
72315009033;Flußbach;2,1
72315009072;Kröv;2,1
72315009110;Reil;2,1
72325001212;Dahnen;2,1
72325001213;Daleiden;2,1
72325001245;Irrhausen;2,1
72325001254;Lambertsberg;2,1
72325001262;Lünebach;2,1
72325005001;Affler;2,1
72325005004;Ammeldingen an der Our;2,1
72325005033;Ernzen;2,1
72325005037;Ferschweiler;2,1
72325005038;Fischbach-Oberraden;2,1
72325005053;Holsthum;2,1
72325005072;Lahr (Landkreis Eifelkreis Bitburg-Prüm);2,1
72325005078;Menningen;2,1
72325005090;Niederraden;2,1
72325005102;Utscheid;2,1
72325005108;Prümzurlay;2,1
72325005122;Sinspelt;2,1
72325005127;Übereisenbach;2,1
72325005131;Wallendorf;2,1
72325005138;Zweifelscheid;2,1
72325006206;Bleialf;2,1
72325006208;Buchet;2,1
72325006227;Gondenbrett;2,1
72325006271;Mützenich;2,1
72325006300;Rommersheim;2,1
72325006302;Roth bei Prüm;2,1
72325007107;Preist;2,1
72325007123;Speicher, Stadt;2,1
72325008007;Badem;2,1
72325008009;Baustert;2,1
72325008024;Dahlem;2,1
72325008029;Echtershausen;2,1
72325008032;Enzen;2,1
72325008039;Fließem;2,1
72325008044;Gondorf;2,1
72325008048;Heilenbach;2,1
72325008091;Niederstedem;2,1
72325008098;Oberweiler;2,1
72325008111;Röhl;2,1
72325008113;Sankt Thomas;2,1
72325008115;Scharfbillig;2,1
72325008134;Wiersdorf;2,1
72325008135;Wilsecker;2,1
72325008282;Oberkail;2,1
72325008313;Steinborn;2,1
72335001020;Dreis-Brück;2,1
72335001025;Gefell;2,1
72335001031;Hörscheid;2,1
72335001040;Kradenbach;2,1
72335001070;Strohn;2,1
72335001071;Strotzbüsch;2,1
72335001079;Wallenborn;2,1
72335004202;Bereborn;2,1
72335004217;Kaperich;2,1
72335004218;Kelberg;2,1
72335004224;Lirstal;2,1
72335004226;Mosbruch;2,1
72335004230;Oberelz;2,1
72335004244;Welcherath;2,1
72335006004;Berlingen;2,1
72335006005;Berndorf;2,1
72335006007;Birgel;2,1
72335006041;Lissendorf;2,1
72335006050;Neroth;2,1
72335006056;Pelm;2,1
72335006076;Üxheim;2,1
72335006214;Hallschlag;2,1
72335006219;Kerschenbach;2,1
72335006232;Ormont;2,1
72335006237;Scheid;2,1
72335006241;Steffeln;2,1
72355001093;Neuhütten (Landkreis Trier-Saarburg);2,1
72355001112;Rascheid;2,1
72355003068;Konz, Stadt;2,1
72355003095;Nittel;2,1
72355003101;Onsdorf;2,1
72355003132;Tawern;2,1
72355003133;Temmels;2,1
72355003144;Wawern (Landkreis Trier-Saarburg);2,1
72355003146;Wellen;2,1
72355004056;Kasel;2,1
72355004085;Mertesdorf;2,1
72355006019;Ensch;2,1
72355006063;Klüsserath;2,1
72355006067;Köwerich;2,1
72355006078;Longuich;2,1
72355006083;Mehring (Landkreis Trier-Saarburg);2,1
72355006207;Trittenheim;2,1
72355007051;Igel;2,1
72355007073;Langsur;2,1
72355007094;Newel;2,1
72355007111;Ralingen;2,1
72355007137;Trierweiler;2,1
72355007151;Zemmer;2,1
72355008058;Kell am See;2,1
72355008062;Kirf;2,1
72355008098;Ockfen;2,1
72355008104;Palzem;2,1
72355008136;Trassem;2,1
73110000000;Frankenthal (Pfalz), Stadt;2,1
73140000000;Ludwigshafen am Rhein, Stadt;2,1
73160000000;Neustadt an der Weinstraße, Stadt;2,1
73190000000;Worms, Stadt;2,1
73310003003;Alzey, Stadt;2,1
73315001050;Nack;2,1
73315001051;Nieder-Wiesen;2,1
73315002038;Hamm am Rhein;2,1
73315003023;Flörsheim-Dalsheim;2,1
73315003048;Monsheim;2,1
73315005072;Wöllstein;2,1
73315007039;Hangen-Weisheim;2,1
73325002019;Freinsheim, Stadt;2,1
73325005014;Elmstein;2,1
73325005018;Frankeneck;2,1
73325005032;Lambrecht (Pfalz), Stadt;2,1
73325005034;Lindenberg (Landkreis Bad Dürkheim);2,1
73325005037;Neidenfels;2,1
73325005048;Weidenthal;2,1
73325006046;Wachenheim an der Weinstraße, Stadt;2,1
73325007003;Battenberg (Pfalz);2,1
73325007023;Großkarlbach;2,1
73335003058;Ottersheim;2,1
73335003064;Rüssingen;2,1
73335004013;Dannenfels;2,1
73335004039;Kirchheimbolanden, Stadt;2,1
73335004062;Rittersheim;2,1
73335006030;Höringen;2,1
73335006033;Imsbach;2,1
73335007003;Alsenz;2,1
73335007014;Dielkirchen;2,1
73335007023;Gaugrehweiler;2,1
73335007024;Gehrweiler;2,1
73335007043;Mannweiler-Cölln;2,1
73335007054;Obermoschel, Stadt;2,1
73335007061;Ransweiler;2,1
73335007068;Schönborn;2,1
73335007078;Unkenbach;2,1
73335007502;Rockenhausen, Stadt;2,1
73345001001;Bellheim;2,1
