Gemeindeschlüsselnummer;Gemeindename;Anzahl;qkm;Ew/qkm
73315007015;Dittelsheim-Heßloch;2109;13,83;152
73315007028;Frettenheim;317;2,74;116
73315007036;Gundersheim;1567;8,63;182
73315007037;Gundheim;986;4,61;214
73315007039;Hangen-Weisheim;436;4,6;95
73315007049;Monzernheim;563;3,95;143
73315007055;Osthofen, Stadt;9422;18,62;506
73315007071;Westhofen;3378;14,73;229
73320002002;Bad Dürkheim, Stadt;19020;102,55;185
73320024024;Grünstadt, Stadt;14180;18,09;784
73320025025;Haßloch;20301;39,95;508
73325001009;Deidesheim, Stadt;3642;26,54;137
73325001017;Forst an der Weinstraße;786;3,59;219
73325001035;Meckenheim;3449;15,05;229
73325001039;Niederkirchen bei Deidesheim;2274;3,78;602
73325001043;Ruppertsberg;1430;8,06;177
73325002005;Bobenheim am Berg;833;6,34;131
73325002008;Dackenheim;462;3,33;139
73325002015;Erpolzheim;1332;3,6;370
73325002019;Freinsheim, Stadt;4713;13,59;347
73325002026;Herxheim am Berg;730;4,35;168
73325002028;Kallstadt;1247;6,57;190
73325002049;Weisenheim am Berg;1701;9,21;185
73325002050;Weisenheim am Sand;4220;13,73;307
73325005014;Elmstein;2377;75,63;31
73325005016;Esthal;1344;15,5;87
73325005018;Frankeneck;821;4,76;172
73325005032;Lambrecht (Pfalz), Stadt;3895;8,32;468
73325005034;Lindenberg (Landkreis Bad Dürkheim);1076;3,79;284
73325005037;Neidenfels;771;6,64;116
73325005048;Weidenthal;1661;14,48;115
73325006013;Ellerstadt;2408;6,34;380
73325006020;Friedelsheim;1490;4,16;358
73325006022;Gönnheim;1619;6,54;248
73325006046;Wachenheim an der Weinstraße, Stadt;4497;24,97;180
73325007001;Altleiningen;1716;11,47;150
73325007003;Battenberg (Pfalz);390;5,45;72
73325007004;Bissersheim;454;2,57;177
73325007006;Bockenheim an der Weinstraße;2294;11,24;204
73325007007;Carlsberg;3555;7,03;506
73325007010;Dirmstein;3040;14,67;207
73325007012;Ebertsheim;1283;5,29;243
73325007021;Gerolsheim;1793;4,81;373
73325007023;Großkarlbach;1161;5,26;221
73325007027;Hettenleidelheim;3105;5,08;611
73325007029;Kindenheim;1024;8,96;114
73325007030;Kirchheim an der Weinstraße;1900;8,98;212
73325007031;Kleinkarlbach;870;2,69;323
73325007033;Laumersheim;905;4,86;186
73325007036;Mertesheim;385;2,2;175
73325007038;Neuleiningen;826;9,06;91
73325007040;Obersülzen;723;3,52;205
73325007041;Obrigheim (Pfalz);2826;10,81;261
73325007042;Quirnheim;811;4,45;182
73325007044;Tiefenthal (Landkreis Bad Dürkheim);860;4,21;204
73325007047;Wattenheim;1647;12,55;131
73335002019;Eisenberg (Pfalz), Stadt;9224;18,75;492
73335002038;Kerzenheim;2078;17,89;116
73335002060;Ramsen;1856;27,06;69
73335003001;Albisheim (Pfrimm);1818;10,74;169
73335003006;Biedesheim;613;6,32;97
73335003012;Bubenheim (Landkreis Donnersbergkreis);439;2,94;149
73335003017;Dreisen;957;9,03;106
73335003018;Einselthum;812;5,51;147
73335003026;Göllheim;3768;18,02;209
73335003032;Immesheim;135;2,99;45
73335003041;Lautersheim;628;3,71;169
73335003058;Ottersheim;360;2,74;131
73335003064;Rüssingen;536;4,84;111
73335003074;Standenbühl;198;1,25;158
73335003081;Weitersweiler;490;4,52;108
73335003501;Zellertal;1128;6,94;163
73335004005;Bennhausen;170;1,48;115
73335004007;Bischheim;795;6,61;120
73335004010;Bolanden;2354;17,44;135
73335004013;Dannenfels;876;15,78;56
73335004022;Gauersheim;660;5,25;126
73335004031;Ilbesheim;605;6,11;99
73335004035;Jakobsweiler;250;2,41;104
73335004039;Kirchheimbolanden, Stadt;7712;26,36;293
73335004045;Marnheim;1712;9,95;172
73335004046;Mörsfeld;484;5,25;92
73335004047;Morschheim;725;6,51;111
73335004056;Oberwiesen;556;1,61;345
73335004057;Orbis;683;5,68;120
73335004062;Rittersheim;188;3,95;48
73335004076;Stetten (Landkreis Donnersbergkreis);647;6,54;99
73335006009;Börrstadt;928;15,09;61
73335006011;Breunigweiler;473;3,24;146
73335006020;Falkenstein;188;7,49;25
73335006027;Gonbach;507;2,94;172
73335006030;Höringen;609;10,73;57
73335006033;Imsbach;850;8,91;95
73335006042;Lohnsfeld;895;6,9;130
73335006048;Münchweiler an der Alsenz;1181;7,09;167
73335006069;Schweisweiler;340;4,85;70
73335006071;Sippersfeld;1082;13,21;82
73335006075;Steinbach am Donnersberg;732;4,43;165
73335006080;Wartenberg-Rohrbach;443;4,48;99
73335006503;Winnweiler;4766;21,8;219
73335007003;Alsenz;1605;12,88;125
73335007004;Bayerfeld-Steckweiler;382;8,59;44
73335007008;Bisterschied;217;5,15;42
73335007014;Dielkirchen;463;8,1;57
73335007016;Dörrmoschel;142;2,87;49
73335007021;Finkenbach-Gersweiler;284;7,73;37
73335007023;Gaugrehweiler;505;9,92;51
73335007024;Gehrweiler;313;4,09;77
73335007025;Gerbach;513;7,32;70
73335007028;Gundersweiler;504;10,44;48
73335007036;Kalkofen;179;1,83;98
73335007037;Katzenbach;489;6,05;81
73335007043;Mannweiler-Cölln;380;4,9;78
73335007049;Münsterappel;501;6,33;79
73335007050;Niederhausen an der Appel;228;5,46;42
73335007051;Niedermoschel;491;6,61;74
73335007053;Oberhausen an der Appel;151;3,33;45
73335007054;Obermoschel, Stadt;1077;10,15;106
73335007055;Oberndorf;256;2,8;91
73335007061;Ransweiler;237;4,79;49
73335007065;Ruppertsecken;371;9,43;39
73335007066;Sankt Alban;280;5,46;51
73335007067;Schiersfeld;222;7,07;31
73335007068;Schönborn;112;2,61;43
73335007072;Sitters;94;2,63;36
73335007073;Stahlberg;173;2,59;67
73335007077;Teschenmoschel;120;3,73;32
73335007079;Waldgrehweiler;231;7,74;30
73335007083;Winterborn;173;8,45;20
73335007084;Würzweiler;214;2,32;92
73335007201;Rathskirchen;166;5,12;32
73335007202;Reichsthal;109;2,17;50
73335007203;Seelen;158;3,16;50
73335007502;Rockenhausen, Stadt;5268;36,83;143
73340007007;Germersheim, Stadt;21465;21,68;990
73340501501;Wörth am Rhein, Stadt;18558;131,62;141
73345001001;Bellheim;8641;20,43;423
73345001014;Knittelsheim;1047;6,37;164
73345001023;Ottersheim bei Landau;1820;7,89;231
73345001036;Zeiskam;2252;8,85;254
73345002002;Berg (Pfalz);1991;6,76;295
73345002008;Hagenbach, Stadt;5354;15,86;338
73345002021;Neuburg am Rhein;2614;8,31;315
73345002027;Scheibenhardt;595;2,88;207
73345003009;Hatzenbühl;2799;7,76;361
73345003012;Jockgrim;7434;12,61;590
73345003022;Neupotz;1926;7,8;247
73345003024;Rheinzabern;4972;12,77;389
73345004004;Erlenbach bei Kandel;735;5,47;134
73345004005;Freckenfeld;1546;11,14;139
73345004013;Kandel, Stadt;8979;26,69;336
73345004020;Minfeld;1686;8,41;200
73345004030;Steinweiler;1986;11,88;167
73345004031;Vollmersweiler;212;2,18;97
73345004034;Winden (Landkreis Germersheim);1053;3,21;328
73345005006;Freisbach;1214;4,97;244
73345005017;Lingenfeld;5823;15,21;383
73345005018;Lustadt;3483;23,52;148
73345005028;Schwegenheim;3118;12,27;254
73345005032;Weingarten (Pfalz);1890;6,67;283
73345005033;Westheim (Pfalz);1744;7,13;245
73345006011;Hördt;2658;18,47;144
73345006015;Kuhardt;1940;4,88;398
73345006016;Leimersheim;2615;12,97;202
73345006025;Rülzheim;8401;16,66;504
73355001003;Bruchmühlbach-Miesau;7759;26,85;289
73355001011;Gerhardsbrunn;161;10,04;16
73355001201;Lambsborn;713;4,73;151
73355001202;Langwieden;278;7,02;40
73355001203;Martinshöhe;1449;10,93;133
73355002004;Enkenbach-Alsenborn;7154;30,06;238
73355002007;Fischbach;784;15,06;52
73355002010;Frankenstein;926;13,8;67
73355002015;Hochspeyer;4645;22,74;204
73355002026;Mehlingen;3841;21,95;175
73355002028;Neuhemsbach;932;6,66;140
73355002048;Waldleiningen;417;26,69;16
73355002205;Sembach;1147;5,5;209
73355008016;Hütschenhausen;3900;18,03;216
73355008020;Kottweiler-Schwanden;1295;7,61;170
73355008030;Niedermohr;1454;12,12;120
73355008038;Ramstein-Miesenbach, Stadt;7700;43,01;179
73355008044;Steinwenden;2414;11,84;204
73355009005;Erzenhausen;758;5,63;135
73355009006;Eulenbis;486;3,97;122
73355009019;Kollweiler;531;5,57;95
73355009024;Mackenbach;2052;3,54;580
73355009040;Rodenbach (Landkreis Kaiserslautern);3190;13,73;232
73355009043;Schwedelbach;1065;8,41;127
73355009049;Weilerbach;4553;15,99;285
73355009501;Reichenbach-Steegen;1422;15,12;94
73355010013;Heiligenmoschel;580;8,68;67
73355010014;Hirschhorn/ Pfalz;740;3,32;223
73355010017;Katzweiler;1898;9,42;201
73355010025;Mehlbach;1106;9,03;122
73355010029;Niederkirchen;1875;23,86;79
73355010033;Olsbrücken;1057;7,23;146
73355010034;Otterbach;3958;6,2;638
73355010035;Otterberg, Stadt;5339;32,11;166
73355010041;Schallodenbach;870;7,46;117
73355010042;Schneckenhausen;544;3,72;146
73355010046;Sulzbachtal;443;6,7;66
73355011002;Bann;2221;12,94;172
73355011012;Hauptstuhl;1194;5;239
73355011018;Kindsbach;2467;8,81;280
73355011021;Krickenbach;1183;10,03;118
73355011022;Landstuhl, Sickingenstadt, Stadt;8305;15,34;541
73355011023;Linden;1130;5,09;222
73355011027;Mittelbrunn;721;8,96;80
73355011031;Oberarnbach;409;5,08;81
73355011037;Queidersbach;2765;14,79;187
73355011045;Stelzenberg;1249;9,24;135
73355011047;Trippstadt;2887;43,72;66
73355011204;Schopp;1482;11,35;131
73365008001;Adenbach;145;2,94;49
73365008005;Aschbach;325;4,45;73
73365008012;Buborn;128;2,85;45
73365008014;Deimberg;95;2,12;45
73365008019;Einöllen;422;4,89;86
73365008023;Eßweiler;349;8,09;43
73365008029;Ginsweiler;270;3,99;68
73365008030;Glanbrücken;471;4,66;101
73365008033;Grumbach;476;3,34;143
73365008035;Hausweiler;43;1,56;28
73365008036;Hefersweiler;554;7,2;77
73365008038;Heinzenhausen;243;2,21;110
73365008042;Hinzweiler;330;5,32;62
73365008043;Hohenöllen;350;5,16;68
73365008044;Homberg;201;10,98;18
73365008045;Hoppstädten;273;6,23;44
73365008048;Jettenbach;764;10,24;75
73365008049;Kappeln;190;7,68;25
73365008050;Kirrweiler;165;6,36;26
73365008053;Kreimbach-Kaulbach;721;9,03;80
73365008057;Langweiler;214;4,16;51
73365008058;Lauterecken, Stadt;1954;8,89;220
73365008060;Lohnweiler;372;4,94;75
73365008061;Medard;450;5,98;75
73365008062;Merzweiler;154;2,27;68
73365008065;Nerzweiler;114;2,13;54
73365008069;Nußbach;548;8,11;68
73365008072;Oberweiler im Tal;169;4,71;36
73365008073;Oberweiler-Tiefenbach;275;3,21;86
73365008074;Odenbach;788;7,94;99
73365008075;Offenbach-Hundheim;1021;7,85;130
73365008085;Reipoltskirchen;358;7,49;48
73365008086;Relsberg;176;3,82;46
73365008087;Rothselberg;615;8,75;70
73365008090;Rutsweiler an der Lauter;355;4,31;82
73365008095;Sankt Julian;1087;14,09;77
73365008100;Unterjeckenbach;79;7,54;10
73365008104;Wiesweiler;384;3,33;115
73365008105;Wolfstein, Stadt;1839;13,75;134
73365009004;Altenkirchen;1284;6,44;199
73365009008;Börsborn;426;3,9;109
73365009010;Breitenbach;1791;8,89;201
73365009011;Brücken (Pfalz);2110;8,12;260
73365009016;Dittweiler;853;5,63;152
73365009017;Dunzweiler;852;5,52;154
73365009027;Frohnhofen;471;3,87;122
73365009031;Glan-Münchweiler;1191;5,99;199
73365009032;Gries;1101;4,03;273
73365009037;Henschtal;317;3,46;92
73365009041;Herschweiler-Pettersheim;1274;7,47;171
73365009047;Hüffler;494;3,65;135
73365009054;Krottelbach;637;5,55;115
73365009056;Langenbach;450;6,59;68
73365009064;Nanzdietschweiler;1130;9,81;115
73365009076;Ohmbach;786;3,9;202
73365009082;Rehweiler;423;6,74;63
73365009092;Schönenberg-Kübelberg;5459;18,68;292
73365009096;Steinbach am Glan;861;6,85;126
73365009101;Wahnwegen;659;4,64;142
73365009102;Waldmohr, Stadt;5156;13,03;396
73365009107;Matzenbach;614;7,05;87
73365009501;Quirnbach/ Pfalz;493;6,1;81
73365010002;Albessen;143;4,43;32
73365010003;Altenglan;2759;13,6;203
73365010006;Blaubach;403;3,13;129
73365010009;Bosenbach;683;8,14;84
73365010015;Dennweiler-Frohnbach;268;6,11;44
73365010018;Ehweiler;171;3,57;48
73365010021;Elzweiler;131;2,09;63
73365010022;Erdesbach;604;3,93;154
73365010024;Etschberg;664;3,45;192
73365010025;Föckelberg;373;3,97;94
73365010034;Haschbach am Remigiusberg;656;4,02;163
73365010039;Herchweiler;487;2,85;171
73365010046;Horschbach;228;7,04;32
73365010051;Körborn;332;5,86;57
73365010052;Konken;821;7,04;117
73365010055;Kusel, Stadt;5341;14,37;372
73365010066;Neunkirchen am Potzberg;411;5,01;82
73365010067;Niederalben;330;8,85;37
73365010068;Niederstaufenbach;253;2,02;125
73365010070;Oberalben;222;5,62;40
73365010071;Oberstaufenbach;263;2,68;98
73365010077;Pfeffelbach;893;11,28;79
73365010079;Rammelsbach;1452;2,64;550
73365010081;Rathsweiler;144;4,23;34
73365010084;Reichweiler;525;3,87;136
73365010088;Ruthweiler;439;3,31;133
73365010089;Rutsweiler am Glan;299;1,59;188
73365010091;Schellweiler;497;4,31;115
73365010094;Selchenbach;305;4,8;64
73365010097;Thallichtenberg;523;5,72;91
73365010098;Theisbergstegen;688;5;138
73365010099;Ulmet;671;7,1;95
73365010103;Welchweiler;182;3,48;52
73365010106;Bedesbach;755;4,43;170
73375001001;Albersweiler;1980;10,85;182
73375001017;Dernbach (Landkreis Südliche Weinstraße);440;3,86;114
73375001024;Eußerthal;912;12,51;73
73375001033;Gossersweiler-Stein;1402;8,61;163
73375001054;Münchweiler am Klingbach;209;2,14;98
73375001064;Ramberg;974;7,75;126
73375001067;Rinnthal;692;13,81;50
73375001074;Silz (Landkreis Südliche Weinstraße);736;8,5;87
73375001078;Völkersweiler;584;4,1;142
73375001080;Waldhambach;384;3,92;98
73375001081;Waldrohrbach;407;5,9;69
73375001083;Wernersberg;1099;8,03;137
73375001501;Annweiler am Trifels, Stadt;7125;39,87;179
73375002005;Bad Bergzabern, Stadt;8575;10,71;801
73375002006;Barbelroth;670;4,05;165
73375002008;Birkenhördt;661;8,58;77
73375002013;Böllenborn;230;4,11;56
73375002018;Dierbach;558;5,48;102
73375002019;Dörrenbach;906;10,14;89
73375002029;Gleiszellen-Gleishorbach;805;5,32;151
73375002037;Hergersweiler;232;1,8;129
73375002045;Kapellen-Drusweiler;990;5,77;172
73375002046;Kapsweyer;911;8,26;110
73375002049;Klingenmünster;2289;10,73;213
73375002055;Niederhorbach;481;4,32;111
73375002056;Niederotterbach;342;3,58;96
73375002058;Oberhausen (Landkreis Südliche Weinstraße);473;4,5;105
73375002059;Oberotterbach;1091;15,38;71
73375002060;Oberschlettenbach;129;4,58;28
73375002062;Pleisweiler-Oberhofen;858;5,05;170
73375002071;Schweigen-Rechtenbach;1368;16,01;85
73375002072;Schweighofen;582;11,23;52
73375002076;Steinfeld (Landkreis Südliche Weinstraße);1811;14,89;122
73375002079;Vorderweidenthal;607;10,12;60
73375003002;Altdorf (Landkreis Südliche Weinstraße);935;6,37;147
73375003011;Böbingen;800;6,91;116
73375003015;Burrweiler;808;6,3;128
73375003020;Edenkoben, Stadt;6835;17,89;382
73375003021;Edesheim;2454;16,32;150
73375003025;Flemlingen;400;3,87;103
73375003027;Freimersheim (Pfalz);1007;5,37;188
73375003028;Gleisweiler;618;3,73;166
73375003032;Gommersheim;1583;11,3;140
73375003035;Großfischlingen;591;4,31;137
73375003036;Hainfeld;911;6,24;146
73375003048;Kleinfischlingen;317;2,53;125
73375003066;Rhodt unter Rietburg;1167;10,06;116
73375003069;Roschbach;860;3,45;249
73375003077;Venningen;919;9,86;93
73375003084;Weyher in der Pfalz;542;5,16;105
73375004038;Herxheim bei Landau/ Pfalz;10856;29,13;373
73375004039;Herxheimweyher;548;3,57;154
73375004044;Insheim;2218;8;277
73375004068;Rohrbach (Landkreis Südliche Weinstraße);1778;9,25;192
73375005007;Billigheim-Ingenheim;3867;22,95;168
73375005009;Birkweiler;727;4,94;147
73375005012;Böchingen;735;5,35;137
73375005022;Eschbach (Landkreis Südliche Weinstraße);622;3,66;170
73375005026;Frankweiler;888;7;127
73375005031;Göcklingen;901;7,27;124
73375005040;Heuchelheim-Klingen;813;7,38;110
73375005042;Ilbesheim bei Landau in der Pfalz;1201;6,07;198
73375005043;Impflingen;920;5,18;178
73375005050;Knöringen;449;2,52;178
73375005051;Leinsweiler;514;5,8;89
73375005065;Ranschbach;626;1,19;526
73375005073;Siebeldingen;1028;6,06;170
73375005082;Walsheim;613;5,15;119
73375006047;Kirrweiler (Pfalz);2092;14,85;141
73375006052;Maikammer;4360;13,67;319
73375006070;Sankt Martin;1683;11,2;150
73375007014;Bornheim (Landkreis Südliche Weinstraße);1567;3,55;441
73375007023;Essingen (Landkreis Südliche Weinstraße);2317;11,39;203
73375007041;Hochstadt (Pfalz);2671;15,44;173
73375007061;Offenbach an der Queich;6322;15,25;415
73380004004;Bobenheim-Roxheim;9949;20,51;485
73380005005;Böhl-Iggelheim;10460;32,83;319
73380017017;Limburgerhof;11551;9;1283
73380019019;Mutterstadt;13203;20,47;645
73380025025;Schifferstadt, Stadt;21221;28,06;756
73385001006;Dannstadt-Schauernheim;7533;15,24;494
73385001014;Hochdorf-Assenheim;3120;9,71;321
73385001022;Rödersheim-Gronau;2887;8,24;350
73385004003;Birkenheide;3159;2,93;1078
73385004008;Fußgönheim;2567;6,65;386
73385004018;Maxdorf;7084;7,35;964
73385006002;Beindersheim;3426;5,73;598
73385006009;Großniedesheim;1370;3,78;362
73385006012;Heßheim;3096;5,78;536
73385006013;Heuchelheim bei Frankenthal;1267;5,76;220
73385006015;Kleinniedesheim;905;3,88;233
73385006016;Lambsheim;6859;12,75;538
73385007007;Dudenhofen;6054;12,95;467
73385007010;Hanhofen;2645;5,8;456
73385007011;Harthausen;3152;8,37;377
73385007023;Römerberg;9625;27,85;346
73385008001;Altrip;7655;10,47;731
73385008020;Neuhofen;7017;12,3;570
73385008021;Otterstadt;3360;15,66;215
73385008026;Waldsee;6078;12,94;470
73390005005;Bingen am Rhein, Stadt;24802;37,68;658
73390009009;Budenheim;8101;10,61;764
73390030030;Ingelheim am Rhein, Stadt;34754;73,31;474
73395001003;Bacharach, Stadt;1572;23,35;67
73395001007;Breitscheid (Landkreis Mainz-Bingen);148;5,31;28
73395001036;Manubach;298;7,67;39
73395001038;Münster-Sarmsheim;2963;6,92;428
73395001040;Niederheimbach;805;7,55;107
73395001044;Oberdiebach;822;8,36;98
73395001045;Oberheimbach;534;8,73;61
73395001058;Trechtingshausen;938;7,67;122
73395001062;Waldalgesheim;3952;16;247
73395001063;Weiler bei Bingen;2433;22,79;107
73395002006;Bodenheim;7666;13,43;571
73395002020;Gau-Bischofsheim;2173;2,84;765
73395002026;Harxheim;2301;3,51;656
73395002034;Lörzweiler;2295;5,76;398
73395002039;Nackenheim;5377;8,62;624
73395003001;Appenheim;1409;6,98;202
73395003008;Bubenheim (Landkreis Mainz-Bingen);813;4,38;186
73395003016;Engelstadt;723;7,76;93
73395003019;Gau-Algesheim, Stadt;6380;13,99;456
73395003041;Nieder-Hilbersheim;644;4,59;140
73395003046;Ober-Hilbersheim;1007;7,38;136
73395003048;Ockenheim;2702;6,03;448
73395003051;Schwabenheim an der Selz;2494;9,49;263
73395006017;Essenheim;3463;10,51;329
73395006031;Jugenheim in Rheinhessen;1631;6,17;264
73395006032;Klein-Winternheim;3562;5,51;646
73395006042;Nieder-Olm, Stadt;9615;11,22;857
73395006047;Ober-Olm;4527;17,08;265
73395006054;Sörgenloch;1241;2,43;511
73395006057;Stadecken-Elsheim;4754;14,52;327
73395006067;Zornheim;3618;5,58;648
73395007010;Dalheim;999;6,34;158
73395007011;Dexheim;1399;5,69;246
73395007012;Dienheim;2241;9,91;226
73395007013;Dolgesheim;976;6,55;149
73395007015;Eimsheim;499;4,61;108
73395007018;Friesenheim (Landkreis Mainz-Bingen);700;3,47;202
73395007024;Guntersblum;3803;16,71;228
73395007025;Hahnheim;1458;6,39;228
73395007028;Hillesheim;654;5,54;118
73395007033;Köngernheim;1295;3,63;357
73395007035;Ludwigshöhe;562;2,99;188
73395007037;Mommenheim;3041;7,8;390
73395007043;Nierstein, Stadt;8156;19,34;422
73395007049;Oppenheim, Stadt;7157;7,1;1008
73395007053;Selzen;1505;6,66;226
73395007059;Uelversheim;1070;7,5;143
73395007060;Undenheim;2960;9,97;297
73395007064;Weinolsheim;707;5,93;119
73395007066;Wintersheim;278;3,83;73
73395007201;Dorn-Dürkheim;953;5,6;170
73395008002;Aspisheim;837;5,81;144
73395008004;Badenheim;631;4,33;146
73395008021;Gensingen;3908;8,72;448
73395008022;Grolsheim;1340;3,91;343
73395008029;Horrweiler;825;4,39;188
73395008050;Sankt Johann (Landkreis Mainz-Bingen);853;5,66;151
73395008056;Sprendlingen;3944;13,03;303
73395008065;Welgesheim;571;2,03;281
73395008068;Zotzenheim;634;3,18;199
73395008202;Wolfsheim;824;4,99;165
73405001001;Bobenthal;282;21,27;13
73405001002;Busenberg;1162;9,64;121
73405001004;Dahn, Stadt;4287;40,76;105
73405001009;Erfweiler;1140;8,84;129
73405001010;Erlenbach bei Dahn;310;12,99;24
73405001011;Fischbach bei Dahn;1404;32,87;43
73405001021;Hirschthal;82;1,58;52
73405001029;Ludwigswinkel;768;21,28;36
73405001033;Niederschlettenbach;274;7,64;36
73405001034;Nothweiler;130;3,67;35
73405001039;Rumbach;399;14,8;27
73405001043;Schindhard;521;4,35;120
73405001045;Schönau (Pfalz);408;16,35;25
73405001501;Bruchweiler-Bärenbach;1576;9,36;168
73405001502;Bundenthal;1047;10,21;103
73405002005;Darstein;191;2,39;80
73405002006;Dimbach;179;2,19;82
73405002014;Hauenstein;3489;13,91;251
73405002020;Hinterweidenthal;1504;16,91;89
73405002030;Lug;575;2,31;249
73405002047;Schwanheim;577;6,96;83
73405002049;Spirkelbach;644;6,88;94
73405002057;Wilgartswiesen;901;58,34;15
73405003008;Eppenbrunn;1271;34,03;37
73405003019;Hilst;327;3,37;97
73405003026;Kröppen;716;10,48;68
73405003036;Obersimten;623;2,26;276
73405003040;Ruppertsweiler;1491;4,8;311
73405003048;Schweix;285;3,73;76
73405003052;Trulben;1147;7,36;156
73405003053;Vinningen;1674;12,64;132
73405003205;Bottenbach;732;6,16;119
73405004003;Clausen;1418;12,45;114
73405004007;Donsieders;899;9,02;100
73405004027;Leimen;940;29,23;32
73405004031;Merzalben;1183;30;39
73405004032;Münchweiler an der Rodalb;2769;27,18;102
73405004038;Rodalben, Stadt;6355;15,69;405
73405006012;Geiselberg;767;6,33;121
73405006015;Heltersberg;1934;28,15;69
73405006016;Hermersberg;1630;13,02;125
73405006022;Höheinöd;1180;10,88;108
73405006025;Horbach (Landkreis Südwestpfalz);500;5,31;94
73405006044;Schmalenberg;741;10,39;71
73405006050;Steinalben;373;2,53;147
73405006054;Waldfischbach-Burgalben;4225;17,6;240
73405008201;Althornbach;659;5,58;118
73405008202;Battweiler;627;5,67;111
73405008203;Bechhofen;2060;6,59;313
73405008206;Contwig;4369;24,73;177
73405008207;Dellfeld;1363;7,25;188
73405008208;Dietrichingen;352;9,39;37
73405008209;Großbundenbach;326;6,9;47
73405008210;Großsteinhausen;592;4,85;122
73405008211;Hornbach, Stadt;1401;13,34;105
73405008212;Käshofen;626;8,8;71
73405008213;Kleinbundenbach;405;5;81
73405008214;Kleinsteinhausen;747;5,74;130
73405008218;Mauschbach;295;4,45;66
73405008221;Riedelberg;451;5,22;86
73405008223;Rosenkopf;366;2,48;148
73405008226;Walshausen;337;4,63;73
73405008227;Wiesbach;475;4,07;117
73405009017;Herschberg;779;11,55;67
73405009018;Hettenhausen;212;4,4;48
73405009023;Höheischweiler;810;4,37;185
73405009024;Höhfröschen;865;4,17;207
73405009035;Nünschweiler;735;9,97;74
73405009037;Petersberg;864;3,84;225
73405009041;Saalstadt;302;5,29;57
73405009042;Schauerberg;177;4,08;43
73405009051;Thaleischweiler-Fröschen;2744;12,27;224
73405009055;Weselberg;1324;14,64;90
73405009204;Biedershausen;180;3,65;49
73405009215;Knopp-Labach;417;5,96;70
73405009216;Krähenberg;161;4,4;37
73405009217;Maßweiler;930;10,86;86
73405009219;Obernheim-Kirchenarnbach;1528;8,61;177
73405009220;Reifenberg;772;7,73;100
73405009222;Rieschweiler-Mühlbach;2041;10,43;196
73405009224;Schmitshausen;395;4,49;88
73405009225;Wallhalben;817;4,88;167
73405009228;Winterbach (Pfalz);491;7,03;70
81110000000;Stuttgart, Landeshauptstadt;610458;207,33;2944
81150003003;Böblingen, Stadt;50705;39,04;1299
81150028028;Leonberg, Stadt;48337;48,73;992
81150029029;Magstadt;9580;19,12;501
81150041041;Renningen, Stadt;18443;31,15;592
81150042042;Rutesheim, Stadt;10936;16,22;674
81150044044;Schönaich;10339;14,15;731
81150045045;Sindelfingen, Stadt;60545;50,83;1191
81150050050;Weil der Stadt, Stadt;19411;43,17;450
81150051051;Weil im Schönbuch;9720;26,12;372
81150052052;Weissach;7624;22,19;344
81155001001;Aidlingen;9151;26,56;345
81155001054;Grafenau;6670;13,04;512
81155002013;Ehningen;9124;17,81;512
81155002015;Gärtringen;12903;20,21;638
81155003010;Deckenpfronn;3269;11,41;287
81155003021;Herrenberg, Stadt;33344;65,7;508
81155003037;Nufringen;5753;10,04;573
81155004002;Altdorf (Landkreis Böblingen);4547;17,45;261
81155004022;Hildrizhausen;3493;12,16;287
81155004024;Holzgerlingen, Stadt;13822;13,39;1032
81155005004;Bondorf;6197;17,54;353
81155005016;Gäufelden;8982;20,07;448
81155005034;Mötzingen;3711;8,15;455
81155005053;Jettingen;7981;21,11;378
81155006046;Steinenbronn;6433;9,72;662
81155006048;Waldenbuch, Stadt;8630;22,7;380
81160015015;Denkendorf (Landkreis Esslingen);11001;13,05;843
81160019019;Esslingen am Neckar, Stadt;94442;46,43;2034
81160047047;Neuhausen auf den Fildern;12067;12,46;968
81160072072;Wernau (Neckar), Stadt;11995;10,89;1101
81160076076;Aichwald;7252;14,67;494
81160077077;Filderstadt, Stadt;45821;38,55;1189
81160078078;Leinfelden-Echterdingen, Stadt;40774;29,89;1364
81160080080;Ostfildern, Stadt;39555;22,81;1734
81160081081;Aichtal, Stadt;9537;23,6;404
81165001016;Dettingen unter Teck;6064;15,13;401
81165001033;Kirchheim unter Teck, Stadt;41676;40,47;1030
81165001048;Notzingen;3572;7,7;464
81165002018;Erkenbrechtsweiler;2035;6,93;294
81165002054;Owen, Stadt;3337;9,7;344
81165002079;Lenningen;8063;41,43;195
81165003005;Altdorf (Landkreis Esslingen);1684;3,24;520
81165003006;Altenriet;1955;3,35;584
81165003008;Bempflingen;3351;6,27;534
81165003041;Neckartailfingen;3769;8,23;458
81165003042;Neckartenzlingen;6107;9,03;676
81165003063;Schlaitdorf;1865;7,31;255
81165004011;Beuren (Landkreis Esslingen);3612;11,69;309
81165004036;Kohlberg;2344;4,38;535
81165004046;Neuffen, Stadt;6024;17,43;346
81165005020;Frickenhausen;9202;11,35;811
81165005022;Großbettlingen;4248;4,23;1004
81165005049;Nürtingen, Stadt;40212;46,88;858
81165005050;Oberboihingen;5486;6,31;869
81165005068;Unterensingen;4908;7,56;649
81165005073;Wolfschlugen;6164;7,11;867
81165006004;Altbach;6052;3,34;1812
81165006014;Deizisau;6673;5,17;1291
81165006056;Plochingen, Stadt;14178;10,64;1333
